"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Cameroon","CMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21856882108.9914","21735436261.6035","21541612450.9006","20302814810.1133","21176783633.0777","22371022743.9338","23774126625.1248","25449232615.96","26894363696.9479","28453642063.2374","30123382459.2046","32128792499.952","34019889758.192","36234280995.757","39732963801.8972","41798500645.5819","44552398863.8863","47991918638.4116","50632335350.3153","52140052680.379","54552906079.9921","57992159983.0529","61488046964.0538","66395310014.3931","72285817067.1205","75971681809.8744","81493217561.9872","87320624933.3409","93081440846.2971","",
"Congo, Dem. Rep.","COD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30554562462.1677","28927814575.7845","26480409870.5992","23456641043.2744","23023186297.6039","23670484997.3381","23857274380.5833","22905484749.5202","22787083138.3479","22128994489.8202","21060176244.8383","21070113823.8284","22034314859.5421","23695372342.8564","25972970911.0891","28425131019.7898","30843600276.3775","33654656289.1413","36445343420.3665","37771654915.0053","40927874364.6218","44655249523.1256","46298988855.0835","53835403874.5094","62688900374.9334","69035180825.2289","75948038624.5585","86267287184.0017","93456926901.1452","",
"Congo, Rep.","COG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7615524679.08091","8061651908.50968","8460734339.21676","8576340597.18254","8278313192.28171","8788730901.59159","9333638584.46282","9435263681.20791","9898076585.68544","9781707094.53138","10758001076.2908","11412026702.6526","12123692943.7334","12449270155.0335","13228898483.5535","14698931880.3082","16088115540.4573","16258899445.2043","17498762837.2202","18949100890.1156","20847579111.5603","22011087478.486","22129499999.6132","22036894693.5374","22265867251.1983","16214134506.6026","16932927188.0118","17015259405.172","17608494179.7968","",
"Colombia","COL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165127452878.252","174128637436.996","185300762250.046","199906697676.385","216047575659.734","232053147462.248","241160140284.807","253733835516.29","258051668747.434","250772264603.682","263876922048.397","274189567540.403","285500848262.501","302197318001.018","326883244119.47","352929643772.927","388260613990.087","425995304359.255","448426232362.196","457291446860.043","482732690518.037","529100279963.433","661650854276.527","697433844177.052","662299594568.499","660357661413.321","672093819751.523","699880736818.865","736510899839.85","",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","653375808.181611","639025396.846704","709345690.48293","747980654.655669","723640739.145077","765486984.522532","769434529.706567","814246707.139964","833971599.142553","862293248.042958","977201192.292442","1021932606.37642","1062232344.84387","1104722039.49551","1156241340.02368","1226088470.98779","1296628558.18636","1342111857.86002","1422946026.54992","1479676880.55835","1553800742.63986","1651292301.29229","1820770802.82045","1957230318.05609","2063659666.42706","2105931320.52648","2278380065.28475","2467927827.4934","2614776602.93701","",
"Cabo Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359431219.653916","376803922.726496","427543640.296838","475787305.336714","579164670.637401","675343429.031189","765740267.212516","865551005.85095","984855879.416444","1111197967.5301","1298320125.2977","1356407350.83982","1450212561.97118","1538833769.86947","1741402947.53682","1919769965.27839","2135774029.51554","2525862345.0328","2746244179.58414","2732025196.26169","2804400161.51125","2976609859.53646","2946809286.09323","2969164271.95523","2979415379.76543","3145506134.53986","3359981168.12329","3570702548.67827","3843403817.61252","",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15776650517.5828","16679710659.7934","18628743283.324","20421707789.0791","21793733259.1441","23167773327.3762","23884007821.2488","25647912982.0849","27742212820.8573","29252524209.9469","31052821238.2308","32841605251.4018","34459246073.3237","36592824856.0043","39207578595.8435","41993822487.6978","46396020621.7436","51533724552.6488","54978842054.561","54860309155.153","58247832307.8487","62025773108.0525","71921695943.9137","75944255509.1236","77443750655.218","82731555697.7566","88230343943.5702","94108414260.021","98801203452.2621","",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36171379927.4993","38184110213.0601","40259913194.0964","42542019021.0969","44652546062.605","46888509648.4222","49376048379.5483","51831162733.3364","53926565864.8148","56957879000.9522","60440353564.9205","63143932018.8813","66666105521.3866","72364328614.1788","77537088680.7323","82938941310.6041","91708482972.7802","97435669093.7217","100895870133.658","98093397011.8916","100687621050.047","103905404425.283","104328237739.013","106751492660.562","108284362675.503","106920423950.865","107283291185.744","110825366238.337","115062682697.452","",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038884425.02797","3083933199.18293","3145152626.68496","3212793281.99492","3306166250.51078","3432211818.32122","3593925476.82719","3781621514.04885","3939532072.24893","3948474420.03344","3997771738.19296","4106283622.56743","3982046353.41299","3987831822.84354","3956744391.05135","3963783280.69899","3960923627.88897","4080536556.8692","4089393469.74714","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2471710405.6633","2592648484.87102","2677112488.56301","2752247956.52058","2843310339.90152","2954035570.73546","3060866620.85637","3361364483.31371","3622388218.85131","3837335701.41811","3897995483.86372","3644897649.47868","3587234323.61289","3704981220.90876","3703607649.87091","3742739932.9079","3837380706.79757","3964560338.59055","4160130182.29891","4400010857.13812","","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7726504365.77743","8046865712.00183","9003889490.45711","9281737431.16178","10039253878.9142","11106893134.9067","11433381828.8411","11922577240.1686","12737737593.7172","13502029233.318","14780332196.9284","16045549078.0542","16716264237.1904","17421300234.3704","18870178536.0476","20504294348.8274","22513392095.9877","25198141298.3979","27398580241.2182","27406451468.9036","27741604676.5063","28345739480.1563","27503271672.2173","26181605237.7394","25611662362.9806","26889912403.1613","30323248311.2837","32589059538.3076","34680054147.9058","",
"Czech Republic","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130781432077.472","119500244930.858","121604436209.207","124562650661.475","130923833258.635","141985181138.511","150354643707.911","151750908250.946","153451617416.505","157590965153.011","166076931522.484","179349020434.32","185474094813.637","198032542823.473","212092065914.918","224201378156.886","243404083714.201","269036163173.588","289157145081.601","288463589224.797","290016958369.654","302260233093.211","305309362168.598","320535090730.576","339582593690.886","355311747821.274","379085413179.319","407774582307.656","429753883036.194","",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1543185916262.22","1676867309864.1","1748149974066.26","1772042875808.53","1853285021267.37","1921185762654.8","1968859035644.57","2015135479495.69","2079452807088.9","2158514818382.19","2236911602807.63","2337145131620","2406901890705.46","2465749300937.88","2583207076040.95","2622040720917.68","2810612327627.45","2982137360500.33","3103957698735.13","3018205018720.86","3187561994873.85","3415020684916.05","3487232707438.34","3628559701800.76","3807112936430.42","3895127090047.34","4163898794181.89","4381793826850.42","4514794305292.67","",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3629787592.7461","3860220526.33721","4209837016.01607","4387950586.93702","4637948007.81268","5010335760.00114","",
"Dominica","DMA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302735671.475265","317187552.252084","331001564.051129","346170175.423343","353682434.436273","372040455.267844","390615716.70717","406034779.369637","426100381.085848","433785979.38381","453858475.178737","463522236.617484","457534170.476509","495639790.979309","524510997.106852","544398443.852526","587002781.514037","641069952.25337","700076476.08855","697161884.025402","710028913.685823","723239388.891635","705957850.470711","720657675.342438","775533633.148595","792980584.431341","852067901.767225","807786936.210854","846202735.572849","",
"Denmark","DNK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93618075912.1299","98132830013.8667","102333419108.782","104769177351.97","112712476577.488","118559888106.865","124728959668.485","131701997542.07","136920830413.922","141846293400.642","153080721837.008","157815663322.281","164720383885.92","165958121874.319","177856541414.866","185074466960.377","202752403003.646","212808607093.313","226767483101.984","222968590830.819","238726825969.431","247352252302.688","250524614311.535","262368108591.261","270330620655.251","278823156813.193","297688974563.072","317448098301.086","331502619455.559","",
"Dominican Republic","DOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26168364886.4303","27308735918.7837","31065204352.3628","34143231555.707","35779122695.6361","38606201450.5888","41663160849.6026","46147315572.2946","49800139083.8237","53520017836.2543","57267194692.5758","59962698189.2775","63649185861.6901","63958774211.2318","67368761758.9388","76016797703.3215","85502321822.005","94310295381.135","99230524885.1255","100933041031.411","110624711802.731","116474304264.842","118211786981.791","125438304942.82","136970656992.314","151555484660.008","167495031697.106","175940743804.625","192810943625.332","",
"Algeria","DZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178163191429.519","181977975363.886","189475342535.937","189891287545.579","192200676751.428","203687560838.895","215921242597.342","222060659340.851","236012565410.943","247081570544.272","262204006424.779","275993913216.227","296059613877.342","323269878802.354","346247828230.123","378098210100.409","396162419727.719","420635798268.582","439109343973.227","449536204304.346","471146306761.685","494936754650.328","497669254284.556","498095010315.378","506075849278.555","477439632442.647","471635495942.276","478070800433.78","496572398166.13","",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2315870193777.01","2578951719347.92","2908115558307.77","3286753602048.59","3701322754833.55","4140180704224.1","4586084700233.98","4977581752748.89","5071909757415.6","5444586968761.52","5974550441431.87","6500573938116.94","7108061222953.52","7855220364635","8768945511352.36","9892515421166.88","11251571670632.5","12911620774102.1","14243012280038.4","15414387424059.5","17089742502246","18885734078509.5","20625218298226.3","21977529985918.8","23104621685540","23927065851511.7","25076993276871.6","26539217835555.8","28880861716392.6","",
"Early-demographic dividend","EAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5907911434323.15","6403857181069.31","6831999223461.33","7170792789294.97","7549130058943.04","7981885550952.21","8587022566899.17","9112569773621.69","9190610924501.06","9546547304031.91","10217993571111.3","10627843184771.4","11010800911403.1","11820721760415.7","12952704136312.2","14174742386064","15588897842164.6","17004740370996.5","18083334030841.6","18649827046708.8","20119313026569.3","21609308764605.2","22983513708681.2","24034749350134.4","25092789374399","25690693323049.3","26918921012281.3","28728782175600.2","30690658065774.7","",
"East Asia & Pacific","EAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5846512369319.03","6383613421783.24","6885795988044.86","7426838067938.1","8061489694002.76","8770706649672.69","9498075036329.41","10107270297873","10209544571530.2","10790517575121.8","11710494398970.2","12427791868377.1","13305261088075.6","14281590928769.7","15613786209040.9","17113357320984","18921960859427.8","21068455606951","22578540697705.8","23609411129661.2","25802032993841.8","27948841281116.9","30020684744576","31809712565109.2","33139058657399.9","34280698817343.3","35557099417881.1","37344831297946","40025162710854.3","",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2667287382620.73","2611033315451.34","2418625322071.95","2346000136577.2","2137294170472.87","2150670157017.52","2186004241723.13","2278695192496.23","2094771911269.91","2160923731087.3","2413643062009.33","2555100160736.56","2736547062702.96","3018571604608.71","3386794158653.4","3810499052295.84","4561620088656.06","5099269157641.69","5871946554939.17","5701198222241.64","6116336418006.35","6776074707905.98","7196630388424.19","7774595638049.44","8021897531042.55","7989405175103.36","8280786647187.94","8779363294982.8","9358692648742.04","",
"Europe & Central Asia","ECS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9934306957294","10226398349595.2","10298501982268.9","10407564819428.5","10607912615686.3","11040900598392","11439544250783.9","11967591445431","12227781629572.8","12714095543597","13709262283245.6","14418315704181.5","15137396767368","15743184021089.9","16766249805338.8","17729425029871.9","19677729816868.8","21163661893870.7","22709615341017.5","22181426938107","23196090480444.9","24633252712930.8","25390997856848.5","26657713301836.6","27484763077089.8","28078100365746.5","29533258290169.9","31169781548716.7","32566294095690","",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49414727010.0618","53278079468.671","55644373292.9104","58086743624.9087","61853412777.0232","64572867462.5339","66893930914.2422","70992445229.9905","74136569500.515","71642608047.39","74043841103.3712","78706481800.188","83226863410.7632","87080715749.4435","96767828098.3476","105061868134.967","113007687563.426","118584813645.693","128576671515.38","130290804562.219","136455680460.67","150266909235.128","159599124931.216","175216962582.907","186839598186.094","179303891394.787","181955327619.643","195010792573.628","202512124077.558","",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208454757920.465","217929482562.401","232865715359.333","245297947684.168","260490214095.525","278298978111.044","297532517193.398","319286474730.665","340882281535.017","366736982085.886","398818686039.141","421974978042.807","438895222680.217","461322134075.992","493127762490.814","531226710225.026","584759230081.007","643027593381.696","702447294125.431","740882252581.081","788094704343.798","818754235836.905","943263264350.901","971363948453.405","990080377898.472","1049599766702.35","1038930879989.26","1062265603571.56","1145967044970.18","",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5287799314119.88","5612126793181.99","5819365323294.87","5917079666142.3","6191898860534.37","6474742133556.39","6691139918612.81","6983693124667.39","7334363995921.24","7635276499644.21","8137227269818.21","8549524842899.65","8924801675642.75","9109622014106.55","9519681765264.11","9906678900769.08","10753285669597.7","11437241331462.9","11936826758028.2","11677698979866.6","12032749370928.4","12556659129223.6","12707463916029.7","13148695944220.3","13521541776925","13938980878093","14822131884819.6","15605627892663.1","16153403422574.7","",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2320572036.18728","2695177891.84731","3336898335.8572","3504248648.94222","3898806070.60959","4279698082.89681","4404581984.25477","4468777810.35153","4425129038.6035","4918128437.31786","5146070460.27452","5102445363.44466","5315882258.16454","5622586576.51567","5736593359.99088","5974743979.94455","5495080114.74485","5751612657.73072","5946305258.51296","6597426658.43437","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530948358917.284","562879226861.518","581056411334.864","588687607420.773","615587227842.629","645825650574.822","676109381996.694","717296290770.854","768118004304.831","805891424628.996","875954915805.158","937884907929.823","1009753311276.12","1055482611361.23","1121116894298.13","1205129771230.45","1362250063103.38","1466966823610.29","1528583945708.69","1489328542180.25","1476667689923.04","1489595017146.76","1483646917303.62","1512074688796.68","1558305994181.4","1621504088407.1","1733039369294.66","1843952249000.96","1894494241788.17","",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8657393357.6129","8697012760.05084","9281316686.69026","9726483064.86399","11149124704.3085","11696751242.4557","11705258558.7846","13183686617.8554","14334071471.3286","16097518329.2373","17987997014.2133","19786074394.2991","22523015210.7572","26006907483.4107","29721058984.5131","30525885461.1003","27509108593.9042","29043361374.095","32895237685.6919","34642139626.1105","36432844586.0068","38300194537.7593","38669190378.0171","41094057419.7484","44555137202.5778","48064476467.9168","",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19874593252.3801","19080186650.2844","17822571547.4131","20642727015.9654","21756084477.4697","23573332414.1642","26987866367.3072","28313601778.5782","27642133170.6865","29488760480.7651","31978926212.213","35393256881.1008","36497685087.5539","36371985955.2538","42420726702.7907","48911885231.5119","55851901030.438","63922607101.8502","72196432560.6682","79150399766.0943","90122255178.0511","102289393957.91","112789817387.039","122619305416.633","148515332680.608","167149285053.924","194789853851.179","215066916496.507","235309041261.32","",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6221648074169.92","6522768481440.76","6738689869113.15","6863689692125.66","7198007777698.89","7552201902526.29","7816882306565.93","8146591652050.61","8545051640286.19","8892795510675.82","9477303476109.37","9960375799142.48","10418017547800.4","10667587135495.5","11210965052577.4","11674674425711.2","12707217599818.5","13587631919455.7","14287142612196.8","14035681063526.3","14513800270508.3","15189643429009.4","15419718584559.5","15965892479183.9","16444575557735.2","16991616659163.5","18069213846140.6","19089252807967.7","19814119624703.3","",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","852236786606.628","814884540836.871","884237350760.579","926773056933.79","948580712272.786","994126527101.151","1054062473642.65","1141130623252.42","1232138694614.9","1280038067018.83","1353741971867.15","1438247368774.03","1480940438778.12","1469939514161.57","1724190375172.18","1908659981733.67","2112367253125.82","2310265125411.9","2496057466555.86","2613369846995.77","2790168951945.61","2829077078682.52","3097174291851.83","3278816585762.32","3393992842185.6","3284685641725.84","3278256538245.6","3496810974707.11","3659084444314.38","",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90417220017.6542","87948311302.1459","86965084516.6207","88412174777.7523","93853000278.2011","99862187769.1646","102757500231.52","111982366923.226","121501415973.472","127934744369.414","138695242916.42","144265892609.55","148763741906.139","151280484339.999","162980164132.004","168146788316.398","181231093044.756","199908526290.143","212980676990.544","202924165959.537","209077048564.577","220471055643.893","221285752810.968","225680035610.262","228058553146.46","233074454768.243","246864869282.53","261477760174.916","273290919094.335","",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3060644161.48159","3078715563.99037","3340958208.0165","3492964427.43636","3749497608.07057","3923821146.51088","4187459580.38656","4165955095.50269","4267610759.35692","4710198560.86177","4733630525.23096","4934208367.40789","5172647992.8562","5321396045.96003","5754286243.07821","5975063668.25448","6269918031.57953","6383577450.71659","6574958071.48993","6533256125.16543","6804670601.5204","7134734867.15989","7646813146.08142","8254827395.18717","9830332535.33219","10781571716.1278","11021024482.2454","11783674116.4674","12496357408.0728","",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1026066902289.78","1071884778559.65","1113845375059.34","1133068052397.45","1184555470552.45","1234872151459.92","1273968045657.78","1333393499384.76","1405892097800.21","1470523899441.7","1589840444463.08","1687440623635.58","1762926373243.27","1751690281552.46","1820581746307.33","1926880446239.76","2063202748926.06","2182048699780.6","2259256991361.58","2246074865218.48","2336237107185.55","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2719223033898.26","2863816346909.39","2994453563106.2","3110915153133.67","",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170531157.780044","189392366.709639","201472310.764137","223035510.0247","226580533.510745","247558216.236571","244068623.977955","233229415.234999","242577468.513185","249462072.313706","267366984.305355","279154096.778747","285120814.673888","294981388.171476","293592466.63272","308919127.305991","318009761.039467","320556316.367701","318920700.627208","324864787.876482","336075714.295547","354035818.730037","354089831.289028","347045398.436687","345457630.483913","365289191.703382","372607966.632421","389874391.241488","400216842.24653","",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11769492035.2654","12911246819.6134","12797413668.0199","13617643450.8641","14424817685.8347","15459794348.4847","16313554632.5453","17547138382.685","18361763886.8029","16963003476.1518","17015659146.0022","17760178208.4832","17996173809.1553","18742324018.0923","19379622849.8466","20518080318.6784","20545716837.2933","22365200612.1536","22045903325.5804","22242921982.9423","24097481835.6907","26345487003.7203","26905956927.1088","27495816947.2037","28953809623.8407","28630112889.5579","28685318548.7089","30986311650.7557","32006416780.1137","",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","962845091964.575","984577187000.468","1010751556344.17","1060838257293.01","1125692420871.04","1190346310769.6","1270405719902.88","1343306846698.67","1382456880344.43","1432713941078.97","1555553504801.6","1640990228763.58","1725816341173.86","1805058287003.74","1917500286870.9","1973200267375.52","2115106520891.17","2182920267727.36","2265856338473.77","2181537403209.23","2282682174033.24","2350795692102","2440476088673.01","2563270947920.74","2665874429446.03","2768620597517.21","2897575333395.3","3037047081796.49","3114857833941.43","",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27519829491.3259","22447430812.973","12650401988.2777","9155738519.67448","8378718982.66458","8776820802.83297","9938530367.34013","11173374995.5898","11649960779.2512","12157256753.2832","12657517150.4451","13556742782.2467","14524990247.7942","16430841730.0157","17850911514.2638","20172105867.2571","22740224168.4034","26288412583.7163","27447928313.8317","26647548453.5793","28642799772.3854","31404963200.6755","34803856248.0424","37679126943.2751","40868051464.8236","43645519421.8855","45982664519.879","50662607804.1332","54387766654.1136","",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18279898800.9536","19896244105.1357","21139109920.0293","22689492606.7535","23938741137.7297","25445799961.6779","27104297258.196","28728687644.9925","30417594082.4507","32214461016.1498","34153187522.1374","36298404714.4958","38531824472.3149","41288261816.1586","44774219849.0213","48892878537.6931","53596271561.5965","57428333004.1273","63902175212.348","67508666323.5675","73690444262.5912","85797385076.0381","98504946619.1694","140072324310.848","148550591480.848","142501987023.807","139249747929.66","145509469176.384","158389977044.11","",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5608354358.8721","5949541863.64619","6284167751.75809","6757550007.33617","7175859550.65965","7663898341.18969","8152418117.30309","8722707942.0392","9142327502.59566","9627862372.88392","10089469295.5285","10687978118.6284","11417760142.8439","11775008633.2829","12374984222.9582","13142923548.1827","13700454061.9296","15029008778.9033","15954575354.7776","15895726850.8195","16854986476.9702","18172750190.6578","19165608232.0465","19763486539.1338","20137546322.9688","20808856973.8019","24407685608.904","29176885979.9954","31729849601.7531","",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1487913576.35677","1586024624.68687","1676976706.28093","1768417994.18651","1808968187.7705","1863186045.25155","1939488921.62195","2069607008.88106","2166152357.56144","2338062674.0505","2521797591.63519","2726583802.83118","2679696251.63627","2916974711.14894","3206689019.01275","3228813825.38458","3308042803.1121","3500282384.57742","3791601187.69189","4075170886.56745","4366237247.78637","4095033765.28765","4195658444.98013","4169731567.42817","4103738543.77526","4310949315.95397","4446503749.94884","4588632823.22907","5008146720.95287","",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987615090.561304","1073085524.96516","1109613102.36304","1159756908.59805","1222426818.86037","1302973644.77609","1480743947.42958","1604185818.4268","1166391793.04372","1195366686.44509","1288411407.75665","1345492467.75","1353309810.05296","1386278645.00303","1462911531.20835","1572833647.38479","1657852360.93916","1757935024.66254","1849541241.3455","1926426824.72221","2038736560.97334","2249594251.25778","2179030342.56542","2251472627.31671","2334293383.18194","2775060217.428","3113791401.12688","3519615667.21345","3742355133.26973","",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274120341.158125","280493494.284568","386565033.062236","439384896.682118","523571732.951931","628022997.551605","1065316216.86305","2708923095.33584","3390693737.63794","4322400660.5948","5223898642.67974","8722003540.98397","10584365243.5791","12285432329.6073","17410170852.8762","20959296042.1927","23257333797.568","27531778937.0939","33063039146.8626","33762635648.0638","31107908524.2614","33829572382.3589","38810360363.0002","37460535979.9574","37824367926.3553","28092966062.0375","24858120755.7921","28459489607.0027","27299701147.7256","",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135487383669.729","144411273818.786","148736355899.827","149824064606.707","156083758885.649","162702585727.623","171024542921.023","182842063074.608","193327891833.661","198711870544.202","210967341177.736","227711004033.73","246559427995.662","260858583966.021","278670064907.415","281028288404.685","314242602601.216","323607624217.038","341817992911.939","337523969989.556","313282504359.011","290296713794.743","279267183855.415","286168672044.05","292335538628.945","291109078890.537","299823740356.993","312843008068.548","325789646049.542","",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455559386.370183","477490731.638415","484215533.105962","485978343.296171","504761885.537734","526320053.256105","559744171.455619","597954393.182487","675756101.91947","732801841.618481","785803167.183096","786786462.842039","826703734.528606","921748404.829028","940435296.649906","1098442105.09128","1086498720.75979","1184003536.43976","1218471126.4403","1146564908.51819","1153994996.52401","1187113039.99111","1199892555.87243","1286063585.11891","1420229538.715","1551092304.46788","1656711325.30091","1800011268.73445","1920880597.94773","",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
