"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30575241982.4273","32765565929.0353","35133699990.2054","37378552654.0285","39716676765.1384","42556078172.754","44617055679.9807","47367132746.0896","50292172289.1332","52980997813.6983","56120131731.1556","58688841909.3707","61922332910.1042","64668517779.4059","68502814154.6176","72939470882.614","79189496968.4964","86442999104.0465","91015862208.0029","92192154176.9671","95942692365.9314","102023438426.521","108371867408.455","113577633759.881","119996400812.242","130093163605.684","134078055669.368","141293200212.265","149287012257.123","",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1582844848.64871","1735502068.12177","1912759121.32343","2118152667.04133","2347972262.55794","2517819381.34645","2767894649.96136","2989648281.30693","2972533061.2664","3104712510.56387","3130828824.93468","3272434541.13661","3361847448.31043","3402630986.97142","3548864259.40034","3588015811.00671","3886217472.29041","4270738734.00472","4439869690.59962","4632630546.02169","4880570764.52179","5241415945.19161","5588583891.19786","5993201528.3003","6202210207.37077","6380015241.4706","6736283189.62207","6968491239.75352","7430908205.09982","",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18390801227935.4","19354025664428.3","20258425515570.2","21035612631051.3","22206046384572.9","23355408558814.5","24542043916092.5","25830301317559.5","26875902909605","28140404821062.5","30105177066073.9","31283318999113.1","32510832939466.6","33824765243035.3","35953876468037.5","37978118134533.5","40735418713188.8","43064071884683.2","44516574041524.1","43696299771050.8","45623847288778.6","47735775940201.5","49309401775105.1","51201247274831.1","52890595572405.8","54072987099825.8","55886378566485.2","58507140620126.2","60985896690801.7","",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104222692136.606","113890945235.384","123749231815.391","134536763540.3","145703796858.09","152290182644.149","161682748151.375","172858259778.419","164520547959.788","171079348471.646","188307602641.006","193517104315.632","199834685946.115","209766848532.442","234155559378.623","259288235950.961","285921257920.576","312582464016.406","325443454336.206","319860563743.015","345486832774.321","369685331700.329","373485399259.922","385454660173.587","395992927111.118","411282705559.06","419867763482.856","442961926853.802","467376061310.934","",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10168938113.5592","10163873611.1479","11026889139.7388","12021393272.247","12304113262.5114","13339616988.3234","13837993300.639","14723868844.3983","15424159939.4053","15531748233.0476","17036736964.3756","17884544594.7769","18849502622.3249","20072566940.626","21897625326.1624","23945932317.8334","26290762653.4598","28667668900.7286","30461990353.473","29947848186.8213","31427232362.9179","33314349143.9269","34853035950.285","36450183884.3603","39874453920.3645","43954430847.4493","47716829271.6282","52444135530.2339","55707592843.1827","",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345422813596.792","359889706299.03","365847780999.197","378779329176.966","388160168837.884","415742128369.69","445577085802.857","472821645673.537","494667733706.585","518516446967.367","545477893670.979","582476361324.963","611603773414.098","651571849925.994","706338198606.728","772491107863.441","845471752527.868","926392097109.178","1002225795273.37","1054404708141.15","1130939950037.48","1208651370759.47","1275326269809.09","1402980296217.76","1526354407302.03","1607959870490.35","1686109321770.93","1808042435048.47","1931042383655.78","",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36770578150.2699","39558632586.9201","42907433761.2446","44347372490.3736","44421324026.6851","47382792224.5424","49934338432.2617","54412453366.9133","58312864217.8732","62565142578.762","65962122298.9734","75136469913.7776","83418276337.1658","89540225094.673","86163299845.7496","84947236934.6695","88794707806.848","90200890789.3463","92643201029.3947","93507623759.9981","96740066017.0745","103823971398.974","110126512434.226","114931599785.135","",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9728849406.32238","10246997791.7139","9924009035.15724","9607871799.4728","8640316666.05032","9694614757.84616","10280908510.8628","10741055741.5188","11098938894.0836","11564337610.1547","11925721265.9993","12060021976.4762","12219976586.4629","12492195088.5529","12376577355.8303","12992457964.8828","13686708933.7203","14524248926.7587","14931725591.0694","15509449432.0105","15200264276.6059","16374945169.6234","16303202089.672","17485286741.4474","18132461494.1176","18234700039.2342","19048896190.0498","19369195429.5748","20135436340.8485","",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86203429268.219","85466300228.7137","86987194811.3277","91463090523.1214","94771850536.6353","96261028727.6453","101068327697.249","106750826042.741","111315201192.571","121077810763.972","134614287671.853","147567884018.729","156647558815.992","164028811074.495","172222023006.273","184705079194.291","191506485550.722","207757652349.402","207405963640.368","215860857902.379","228296184503.14","229637808205.604","242362495294.426","252630796804.085","262494273040.165","271844815110.907","289031874731.567","308700187469.18","",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10206641100213.5","10677995531310.1","11157392656550.5","11775455294005.7","12413617761191.1","13229917015404","14203921157528.8","15168991193851","15495609396607.2","16314625010762.3","17637085247177.4","18697758931820.7","19847684368020","21428888720314.1","23743582750554","26283948703527.2","29653053895513.4","33132916644921.9","36137610730118.6","37600930264392.1","40979153548511.6","44576144410881.5","47855519057169.1","50564571897551.1","52485414814115","53421127177990.2","55715241688433.1","59054796394562.8","63454002923136.3","",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11303218094505.2","11831339647106.2","12361297448396","13019404868144.4","13696571322913.5","14586956066558.7","15651032628292.1","16688993928210.5","17081354067364.5","17976695471064.5","19407682559484.1","20586798726604.4","21869643792742.8","23595592268682.5","26121143068579.7","28899495942465.8","32522430932459.7","36273107967286.6","39506961923887.5","41167090112838.8","44801778476781.6","48654823357951.7","52157133087828.2","55210830277304.6","57483820025934.1","58654287578417.3","61159393991942.2","64831752218004.3","69658198092438.5","",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116431161399.33","1174587638161.15","1226007994433.96","1265276095318.14","1303570244969.04","1378333400743.14","1469352974761.58","1542150706209.09","1610452671824.06","1687611886102.23","1796413092109.64","1917159621654.08","2052858176192.51","2199201143164.9","2412343971338.75","2653186886325.29","2907541387457.57","3179353845080.86","3409128660865.18","3610279715141.46","3867815942013.34","4124240411473.25","4347756143023.68","4698646460465.98","5062458832326.84","5306850770718.01","5520205789230.98","5857946040973.98","6291097120665.77","",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566171180636.163","597706061761.979","631165935892.293","644987837493.818","666087742372.698","696876394395.442","740932540218.429","768720239971.085","797823374921.359","828317746074.762","879330814546.446","931136396560.552","1009966143319.14","1079628545675.37","1192419340416.76","1310390194370.61","1430561930833.96","1553914210998.06","1647613688198.76","1746833609549.13","1863535615856.77","1992026137288.87","2077139877481.09","2212207791290.95","2369353425272.14","2462246343725.34","2519690221515.87","2633605288142.94","2809147619920.93","",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559131042415.968","617993478370.773","673146226728.447","733861367623.636","806046589981.95","890594415616.359","977804727945.755","1041413997876.43","914893142005.026","935444860625.105","1003409878360.89","1062779719390.91","1128166279126.42","1204049454380.95","1298670016295.22","1415353360953.58","1538398895741.57","1679958455818.97","1815628705530.23","1914153967333.36","2056981019946.78","2229511719014.97","2413449255190.49","2535078846397.71","2621910007216.48","2647626962133.42","2745069892838.61","2893569037474.25","3117334244159.25","",
"IDA only","IDX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","542776719113.337","568679487734.567","585105821379.728","611235723308.49","627948750237.604","672349394364.136","718993390927.392","764818105353.827","804345754504.48","851724403341.462","909367754787.48","978754811869.9","1033405741221.82","1109661735399.8","1208174398240.88","1329989467200.03","1463531985069.19","1611854081245.11","1748952365465.44","1849961424609.76","1990546970822.53","2117124484799.34","2256854352401.69","2474625110705.09","2682334401327.34","2836452065806.72","2998103918509.65","3227659917572","3488327629631.76","",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1049390388814.87","1096343541733.15","1182803859557.07","1268351517179.98","1381697700496.2","1517520621373.38","1661970179709.65","1759096492567.3","1888909776705.91","2085682689444.31","2214209338275.99","2371931935602.29","2501105171460.14","2747800465645.07","3045344692574.01","3389017422017.85","3773022630821.1","4171185361882.72","4383576704283.13","4764254129578.14","5229333633259.1","5618382206617.36","6153198988900.83","6477629412591.52","6780158975620.84","7159604508061.95","7720788170851.13","8279337636969.53","9058691685480.02","",
"Not classified","INX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48262138103.3521","50857047931.1567","53755062488.2601","56510369721.0656","61039183879.8282","68323207996.7499","74455044974.3136","83110917542.1993","93037939353.9271","101361429156.062","114859024263.588","125832266801.208","138452090179.502","144827319500.952","157394585459.82","168217664600.522","188882250899.263","205678256112.659","198813754821.605","188913080272.807","197579670763.957","205441154978.936","212758615042.183","221468263546.13","237861357856.322","324698559055.381","342011858342.911","375592482609.637","411091813766.909","",
"Iran, Islamic Rep.","IRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","406818364059.964","472657496720.481","497132821871.013","514203958423.316","517245541001.803","540145841938.193","578491004569.338","591303135889.039","610980849284.384","625104363042.338","676516050057.263","696738081768.66","759181406460.34","840822933631.709","901231793985.67","958947642283.688","1037363705712.15","1152107949271.83","1177464322055.1","1198392752453.99","1282648743163.07","1344086183911.39","1188262407705.07","1154731756672.16","1168042498345.03","1041258971028.12","1082467136760.44","1172665504577.8","","",
"Iraq","IRQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128909468973.753","47914015609.9362","64978047375.5499","86665616268.0057","91928142177.0146","95845481780.1224","108356779352.67","133634846418.263","182244440100.64","217381028181.801","225366282277.969","235618887262.872","222830525631.313","151840160126.753","240375164097.272","258770201514.272","293682989741.659","305726585945.548","337318189596.701","351375625500.747","378229231188.262","415269270855.8","480148645292.469","510810256360.888","490333682816.74","366381800819.545","358564476898.241","412027987021.478","419689634673.866","",
"Iceland","ISL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5600595320.47746","5777051761.4498","5709351960.22606","5921388741.6297","6266090354.96051","6404938220.10384","6661505049.84501","7294477171.65668","7861902335.18098","8189172392.96941","8356728789.45761","9054991350.95947","9351404737.05992","9444135742.52146","10400238282.8351","11048355266.5249","11874033576.5254","12823194504.4107","13749851618.8361","13356922907.698","12596521435.6552","13005319157.5317","13446448680.1885","14296625814.7004","14966416225.4275","16119986191.1823","17871049849.1847","19081163388.9343","20478352357.8167","",
"Israel","ISR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70601694346.3828","78628484638.0316","86660397770.3084","92365758576.9311","101345388066.053","110302510962.244","117954614685.255","124858953411.049","131597369972.758","138332748575.389","156778138142.57","160470158292.729","165727453304.901","159338526106.473","171641518765.354","172084431078.6","181033679049.351","197167774975.501","200502774458.556","205740750144.503","219744125318.633","237167247512.715","250714737325.926","275197370692.417","281083288037.444","296964018797.571","323414634371.083","339528222046.88","357633413445.448","",
"Italy","ITA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1055176164505.38","1107641374526.78","1142335926061.37","1159427056914.97","1209657487651.4","1270674822014.3","1308793635935.89","1357847769420.38","1423840654724.4","1457193715148.05","1542139023351.08","1597879845668.84","1639680554324.34","1671542411985.02","1703326268974.96","1746657911754.7","1884706039437.51","1993080670383.34","2089717925618.93","2046839852007.77","2085496212846.81","2173169963370.93","2172383785077.79","2187377576803.98","2200255257934.9","2241524993398.74","2420145300914.2","2529516776275.05","2585936449485.19","",
"Jamaica","JAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11533097218.7922","12499987322.7541","13034863768.2385","14600285783.9901","15118349061.096","15798079550.8732","16069050926.8119","16159722990.17","15960100479.6186","16360156939.295","16872854997.6397","17474853986.837","18105809166.3786","19118195450.3353","19892783422.5631","20695771851.7596","21940221748.178","22852210765.0833","23107608374.3294","22274033602.2629","22203226227.3634","23059255170.7083","23275287569.0162","24136865163.6943","24565084701.1518","25416022990.523","26717553501.5034","28035430606.1794","29275748218.7091","",
"Jordan","JOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14844710879.2185","15626631007.2822","18965901146.7501","20314360569.4872","21782743112.3153","23615301551.2079","24549664116.6791","25799076451.9376","26870552290.5915","28187882297.4736","30041411233.5167","32317830657.4217","34728010706.1661","36844828671.2035","41078358533.0669","45808649267.717","51014553448.7715","56667792702.1466","61948222313.96","65838992887.5051","68145712352.2378","71368816212.2233","73200969044.919","77863810793.5512","80629736511.5887","85703096637.2314","87751813374.9716","96238499622.195","100495616747.755","",
"Japan","JPN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2416532167009.76","2583631105652.42","2664920039877.78","2713930306712.9","2799409599497.17","2936481868854.42","3082947459853.49","3169854587770.36","3169360873384.63","3207019636532.04","3404300128237.95","3493106916982.85","3588864914954.67","3694202529698.15","3877296161134.04","4045734392815.61","4230713952095.25","4416227618668.88","4456434357160.63","4250983197430.53","4480784390768.57","4573186804907.29","4746699396854.28","4967051560426.25","4986566209495.87","5136018757862.7","5080314656513.8","5172967067183.67","5247580835384.01","",
"Kazakhstan","KAZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135210707469.755","124407050881.704","120498338389.688","112004779828.532","99982546322.6085","93708532660.4175","95901486626.8722","99213641750.7067","98424035641.2731","102540902531.88","115106829629.479","133511879619.379","148914845813.161","165786607544.348","186593928426.247","211069625216.234","240724925603.139","269191509082.476","283483750662.36","289072627665.307","313789244542.43","344049455918.982","360232231889.592","413373717371.587","427478274832.982","445210656779.649","477021902878.519","448472613650.923","478232469591.271","",
"Kenya","KEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35028645240.0762","36734100246.9468","37270856967.1167","38288666585.732","40135858576.2782","42782994533.205","45372991465.5168","46374592154.6557","48439544311.7245","50271759076.6562","51703788258.9334","54835094419.2459","56007069845.0951","58720068892.8926","63378878335.2288","69213282880.7492","75923212951.235","83303737589.9767","85121369079.9621","88606663756.2971","97173951009.856","105263452370.173","112466064455.441","126161576168.658","141185054708.218","160986849532.647","178326276858.221","202672280312.049","220729729349.074","",
"Kyrgyz Republic","KGZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11178565682.375","10649281397.2869","9379214933.35523","8117117840.44169","6625299211.15897","6397341270.59336","6975996954.06841","7799899547.57347","8055052787.72453","8470079346.80762","9129344598.58496","9826071950.036","9979765015.49656","10879735298.0012","11957726650.245","12308557487.9448","13074519439.7667","14572681449.5978","16104295073.3279","16695427115.4968","16810323168.7553","18183659161.176","19632075160.5604","22961827045.1407","24986581411.8647","27651526316.3072","32230240871.8121","31280403475.28","33163861906.572","",
"Cambodia","KHM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11267445520.7205","7502253244.24271","8418125259.48724","9077813464.18597","9604335900.46303","10167135123.0962","11624352502.032","13157248091.3657","14447101551.2624","15641120650.9285","17286715656.1478","19587772827.5248","22874162699.1633","26104736362.8955","29543563141.147","32133608684.8181","32406650490.1414","34739220892.1557","37972104979.2572","42401564252.6777","45764934450.1726","48648439642.5117","52596999301.8361","57946083365.5633","62890960721.9282","69253363002.5798","",
"Kiribati","KIR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91329588.9681955","94418132.5245322","97416939.0761427","100592193.479408","104511600.858832","106703032.784131","110498438.87842","114277261.822167","123141408.589866","122997492.634589","133606261.987962","134528921.25004","141832677.161642","147365114.894243","148866744.91303","161104803.774225","165898344.381463","173821467.625816","173496445.450326","176222458.50837","176628828.057005","183193721.930402","195507202.422727","207322984.002603","209771180.384045","234075309.089711","248773766.342262","254335004.937795","265743788.81353","",
"St. Kitts and Nevis","KNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","376838489.876381","382319595.125558","407724901.359203","445776155.005957","479431046.580856","515833349.220405","555970588.52139","604149198.689671","607978210.358669","636611989.575989","718577803.183421","774854645.593055","806550269.337911","793233182.625233","847643900.125461","958788476.243635","1016624528.95432","1043399846.50255","1132706364.78043","1102895715.69897","1082981618.79623","1125819317.71496","1072188258.37904","1115095340.1882","1216046586.85413","1224875584.48095","1286826340.37704","1319637696.5544","1391308739.14842","",
"Korea, Rep.","KOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","354674986375.731","404633979290.743","439412873595.026","480622081203.538","536076757344.122","599698972093.94","657057757147.631","707970973236.953","676768826956.06","764178264900.255","850045544248.043","908001495220.39","989824399774.38","1023783146029.96","1102859686554.02","1165894061000.23","1250723768537.88","1354489630208.14","1405710904231.6","1396654753057.15","1504724410550.95","1559446833866.66","1611272914641.19","1644777306032.44","1704457641238.21","1824331972258.94","1911291860052.64","1985094469780.13","2046766341229.86","",
"Kuwait","KWT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59162342429.2579","81150072416.6645","89875075500.4009","96217552982.932","98572225394.6396","102752048637.071","107713732074.724","107314075541.098","114863623519.414","117633487677.035","123096063323.545","147105798222.265","166535827335.444","189941526851.645","210395171351.745","228991589854.24","239234665855.394","224001037839.439","221239258105.046","247607589665.472","274930844045.084","272968442502.102","258342478360.798","179551306552.456","174974663813.483","206275505961.749","213933110528.44","",
"Latin America & Caribbean (excluding high income)","LAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2599188711094.12","2787567296042.06","2928203844119.47","3061655622227","3274836007579.2","3378841535714.71","3560860118520.74","3809177373834.89","3936622636245.52","3990807841074.64","4230653903787.36","4346265205703.3","4422909574889.52","4590915978093.82","5002065982092.4","5389264957630.68","5891527547703.95","6389849761923.38","6818512371819.54","6788183309538.84","7285864833385.61","7844046022397.26","8206753865317.56","8560470697670.44","8748458152195.06","8693954952834.07","8882318618757.13","9359580249679.82","9724933050826.79","",
"Lao PDR","LAO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4368170314.82846","4709919300.02254","5085086518.85014","5513348532.33784","6090520216.88217","6655447585.00149","7246864921.23526","7878428044.54508","8283204720.21736","9016737929.34414","9752854227.70858","10540006231.444","11340427710.2118","12251831520.4934","13381581512.2919","14779141489.865","16538791520.7412","18273244302.5715","20086359307.929","21757808473.6525","23888227744.5159","26347634541.0467","31202399385.0302","34600907559.01","38995776607.8581","41582298178.9958","46853998027.7189","50463792572.0591","54922827701.1424","",
"Lebanon","LBN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10803115050.2866","16690955829.9563","19877571239.2195","22539181797.1504","24886344196.1366","27046706732.2474","30650305950.8222","31507763427.5491","33030376941.5927","33331161587.1205","34533530986.5112","36646055822.8256","38500001390.6272","40480489109.0735","44186651692.3956","46815292309.9586","49052654826.692","55075404441.9072","61339612735.5404","68021629746.2703","74345025194.9234","76594536462.9259","82428172257.0535","88477227480.5153","94417024677.0929","98500957020.3857","104004730137.54","109545175880.355","112438059034.76","",
"Liberia","LBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2829657803.25564","2976170475.7619","3137011755.60056","2232050958.58709","2352193147.49784","2553556431.8635","2842453957.13621","3197126918.07913","3492215779.93234","3705356116.67148","3977186837.37185","4393239386.94774","4871588540.03392","5702324254.5813","6030906008.59385","5783793763.18918","6332589261.67808","7126900130.29696","7389760352.45431","",
"Libya","LBY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91205951590.3135","96675513746.2861","97054365514.8048","97644210414.4179","112402952967.5","120579097287.647","139094545371.152","152619364183.125","166674442841.348","174448757420.964","174389766717.781","185280496396.835","71733711996.5322","152651325256.257","125579914377.392","90996326484.5627","78431959498.8301","72119611548.432","87111448381.7943","96327263872.2956","",
"St. Lucia","LCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","869319402.863251","902093934.07589","996031040.182615","1025576291.18197","1064220770.85464","1105530754.96316","1158675091.16296","1170473773.32395","1258057376.21089","1310304078.64921","1340248622.75436","1322967561.23312","1349490424.48995","1433171031.37686","1578713492.52239","1621210211.91651","1773748939.39334","1859059979.50193","1989547509.58158","1975565543.43464","2004657898.91719","2131246978.36098","2073444192.30763","2134464354.22982","2179402234.55641","2227477501.4357","2346839457.55631","2457793927.89282","2539244372.60158","",
"Latin America & Caribbean","LCN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2765247737346.65","2967615739880.76","3127481008299.03","3276533645983.38","3506290085173.03","3629706691785.45","3831169892959.42","4102314919901.98","4247825902417","4312472809745.05","4572114426546.82","4705590887304.63","4793583952208.04","4980212198054.62","5430496071366.19","5848081118701.79","6418593211727.13","6955763316234.49","7392660842368.78","7358576262055.32","7905147647979.7","8519810782508.41","8915583332930.75","9304224114080.01","9516785349041.8","9475403746930.38","9681880088924.57","10199529377608.7","10601301782896.3","",
"Least developed countries: UN classification","LDC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","444041155930.992","467680352475.257","483176961116.633","496899063303.651","513365298234.809","554283179125.6","596819650694.831","636270092768.826","669254392369.903","709227608363.422","758789366695.652","818174723378.389","872529619660.611","937929628827.209","1026912855310.84","1142428663981.32","1265070446577.94","1405696986093.83","1533260562168.75","1622497371207.11","1747727785727.95","1853319763834.24","1981258992265.75","2137637811696.66","2317722221111.7","2432650308627.37","2563454933166.73","2770842812399.19","2978767168737.75","",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304928157016.107","316088321736.29","313703377804.859","321919030609.208","331082335515.814","351978849134.745","375421825330.859","396213324463.174","413724997263.902","435512808662.855","459678381210.679","493906298935.033","518732899836.299","552940547231.708","602311213594.621","660968678271.272","719049606005.948","785908472730.225","849430634865.775","901416586022.181","976213222543.635","1028801249981.36","1060348287368.59","1146310219736.95","1247218625159.23","1328525716440.17","1434227679603.69","1546549049209.69","1669968986798.62","",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39966574542.0932","43218775910.1976","46148650806.2813","50501772444.6905","54468624523.5224","58669377753.9062","62013870588.3256","67123965399.6832","71068723506.834","75195282932.6434","81488854986.1274","81989294207.3543","86588197085.8731","93435315263.217","101175371578.399","110838749935.97","122949606640.178","134833530397.64","145634986467.303","151938419568.231","166030136724.564","183744230021.17","210688584278.339","223392953403.042","233864363925.999","242353076049.214","259206005828.443","271679495598.683","287228404785.581","",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3398564012499.4","3563068784743.11","3757496798587.06","3918934730306.47","4122669538643.84","4422955738612.28","4774275605142.73","5043753582562.52","5143758869153.75","5473550615281.8","5843962540150.21","6239625058134.92","6621392878414.38","7161465802685.49","7868717731019.13","8653931694322.63","9542227152848.28","10489457464821.5","11174086106612.4","11829264857109.7","12783694045669.4","13698046045245.4","14888623335097.4","15763876244846.9","16546454978966.6","17228550152998.5","18162287488037.5","19323344850462","20922320238902.8","",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10983053073187","11510754442294.9","12015064569265.1","12648424583254.6","13295800150974.3","14148277461978.9","15175172289229","16170789708271.7","16529446311418.2","17403013879934.5","18802916964673","19957546938896.7","21206641325589.5","22902165832987.6","25366879693981.3","28105166392360.4","31622184637495.4","35282106288466.1","38457848491929.1","40092430203359.1","43629617417844.8","47372968945397.4","50820108930147.1","53818153254564.9","56043369781337.4","57155967653267.4","59592121510395.7","63162062322759.4","67906183444275","",
